Date,Name,Organization,Consumption (IPUs)
2024-04-18T00:00:00Z,MR-IDMIICS-GLISE-PRD,dRkDPPHfC40ck1oiaVOoym,0.007688884182
2024-04-17T00:00:00Z,MR-IDMIICS-GLISE-PRD,dRkDPPHfC40ck1oiaVOoym,0.007066325188
2024-04-15T00:00:00Z,MR-IDMIICS-GLISE-PRD,dRkDPPHfC40ck1oiaVOoym,0.022087796760
2024-04-12T00:00:00Z,MR-IDMIICS-GLISE-PRD,dRkDPPHfC40ck1oiaVOoym,0.097197179662
2024-04-09T00:00:00Z,MR-IDMIICS-GLISE-PRD,dRkDPPHfC40ck1oiaVOoym,0.007022162005
2024-04-08T00:00:00Z,MR-IDMIICS-GLISE-PRD,dRkDPPHfC40ck1oiaVOoym,0.016177313834
2024-04-03T00:00:00Z,MR-IDMIICS-GLISE-PRD,dRkDPPHfC40ck1oiaVOoym,0.014933606047
2024-04-02T00:00:00Z,MR-IDMIICS-GLISE-PRD,dRkDPPHfC40ck1oiaVOoym,0.024177448870
2024-03-28T00:00:00Z,MR-IDMIICS-GLISE-PRD,dRkDPPHfC40ck1oiaVOoym,0.008044372048
